Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Variability testing in the wild: the Drupal case study,Software & Systems Modeling,,16,1,10.1007/s10270-015-0459-z,Ana B. SánchezSergio SeguraJosé A. ParejoAntonio Ruiz-Cortés,2017,http://link.springer.com/article/10.1007/s10270-015-0459-z,Article
Getting the most from map data structures in Android,Empirical Software Engineering,,23,5,10.1007/s10664-018-9607-8,Rubén SaboridoRodrigo MoralesFoutse KhomhYann-Gaël GuéhéneucGiuliano Antoniol,2018,http://link.springer.com/article/10.1007/s10664-018-9607-8,Article
A qualitative human-centric evaluation of flexibility in middleware implementations,Empirical Software Engineering,,17,3,10.1007/s10664-011-9167-7,Renato MaiaRenato CerqueiraClarisse Sieckenius de SouzaTomás Guisasola-Gorham,2012,http://link.springer.com/article/10.1007/s10664-011-9167-7,Article
TinySOA: a service-oriented architecture for wireless sensor networks,Service Oriented Computing and Applications,,3,2,10.1007/s11761-009-0043-x,Edgardo Avilés-LópezJ Antonio García-Macías,2009,http://link.springer.com/article/10.1007/s11761-009-0043-x,Article
CINCO: a simplicity-driven approach to full generation of domain-specific graphical modeling tools,International Journal on Software Tools for Technology Transfer,,20,3,10.1007/s10009-017-0453-6,Stefan NaujokatMichael LybecaitDawid KopetzkiBernhard Steffen,2018,http://link.springer.com/article/10.1007/s10009-017-0453-6,Article
GUITAR: an innovative tool for automated testing of GUI-driven software,Automated Software Engineering,,21,1,10.1007/s10515-013-0128-9,Bao N. NguyenBryan RobbinsIshan BanerjeeAtif Memon,2014,http://link.springer.com/article/10.1007/s10515-013-0128-9,Article
System-specific static code analyses: a case study in the complex embedded systems domain,Software Quality Journal,,20,2,10.1007/s11219-011-9138-7,Holger M. KienleJohan KraftThomas Nolte,2012,http://link.springer.com/article/10.1007/s11219-011-9138-7,Article
Program comprehension of domain-specific and general-purpose languages: replication of a family of experiments using integrated development environments,Empirical Software Engineering,,23,5,10.1007/s10664-017-9593-2,Tomaž KosarSašo GabercJeffrey C. CarverMarjan Mernik,2018,http://link.springer.com/article/10.1007/s10664-017-9593-2,Article
How (and why) developers use the dynamic features of programming languages: the case of smalltalk,Empirical Software Engineering,,18,6,10.1007/s10664-012-9203-2,Oscar CallaúRomain RobbesÉric TanterDavid Röthlisberger,2013,http://link.springer.com/article/10.1007/s10664-012-9203-2,Article
Survey and classification of model transformation tools,Software & Systems Modeling,,18,4,10.1007/s10270-018-0665-6,Nafiseh KahaniMojtaba BagherzadehJames R. CordyJuergen DingelDaniel Varró,2019,http://link.springer.com/article/10.1007/s10270-018-0665-6,Article
In this issue,Software Quality Journal,,26,1,10.1007/s11219-018-9403-0,Rachel Harrison,2018,http://link.springer.com/article/10.1007/s11219-018-9403-0,Article
Guest Editorial: Mining software repositories,Empirical Software Engineering,,22,3,10.1007/s10664-017-9527-z,Romain RobbesYasutaka KameiMartin Pinzger,2017,http://link.springer.com/article/10.1007/s10664-017-9527-z,Article
Online Genetic Improvement on the java virtual machine with ECSELR,Genetic Programming and Evolvable Machines,,18,1,10.1007/s10710-016-9278-4,Kwaku Yeboah-AntwiBenoit Baudry,2017,http://link.springer.com/article/10.1007/s10710-016-9278-4,Article
The ADEPT project: a decade of research and development for robust and flexible process support,Computer Science - Research and Development,,23,2,10.1007/s00450-009-0068-6,Peter DadamManfred Reichert,2009,http://link.springer.com/article/10.1007/s00450-009-0068-6,Article
A Web service search engine for large-scale Web service discovery based on the probabilistic topic modeling and clustering,Service Oriented Computing and Applications,,12,2,10.1007/s11761-018-0232-6,Afnan BukhariXumin Liu,2018,http://link.springer.com/article/10.1007/s11761-018-0232-6,Article
License usage and changes: a large-scale study on gitHub,Empirical Software Engineering,,22,3,10.1007/s10664-016-9438-4,Christopher VendomeGabriele BavotaMassimiliano Di PentaMario Linares-VásquezDaniel GermanDenys Poshyvanyk,2017,http://link.springer.com/article/10.1007/s10664-016-9438-4,Article
Supporting the analyzability of architectural component models - empirical findings and tool support,Empirical Software Engineering,,23,6,10.1007/s10664-017-9583-4,Srdjan StevaneticUwe Zdun,2018,http://link.springer.com/article/10.1007/s10664-017-9583-4,Article
A survey on the use of topic models when mining software repositories,Empirical Software Engineering,,21,5,10.1007/s10664-015-9402-8,Tse-Hsun ChenStephen W. ThomasAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9402-8,Article
Coevolution of variability models and related software artifacts,Empirical Software Engineering,,21,4,10.1007/s10664-015-9364-x,Leonardo PassosLeopoldo TeixeiraNicolas DintznerSven ApelAndrzej WąsowskiKrzysztof CzarneckiPaulo BorbaJianmei Guo,2016,http://link.springer.com/article/10.1007/s10664-015-9364-x,Article
Semantics-driven extraction of timed automata from Java programs,Empirical Software Engineering,,,,10.1007/s10664-019-09699-5,Giovanni LivaMuhammad Taimoor KhanMartin Pinzger,2019,http://link.springer.com/article/10.1007/s10664-019-09699-5,Article
Parallel Implementation of a Machine Learning Algorithm on GPU,International Journal of Parallel Programming,,46,5,10.1007/s10766-017-0554-6,Salvatore CuomoPasquale De MicheleEmanuel Di NardoLivia Marcellino,2018,http://link.springer.com/article/10.1007/s10766-017-0554-6,Article
Efficient daily news platform generation using natural language processing,International Journal of Information Technology,,11,2,10.1007/s41870-018-0239-4,Ambeth Kumar Visvam DevadossVijay Rajasekar ThirulokachanderAshok Kumar Visvam Devadoss,2019,http://link.springer.com/article/10.1007/s41870-018-0239-4,Article
Experiences Developing the OpenUH Compiler and Runtime Infrastructure,International Journal of Parallel Programming,,41,6,10.1007/s10766-012-0230-9,Barbara ChapmanDeepak EachempatiOscar Hernandez,2013,http://link.springer.com/article/10.1007/s10766-012-0230-9,Article
MOOGLE: a metamodel-based model search engine,Software & Systems Modeling,,11,2,10.1007/s10270-010-0167-7,Daniel LucrédioRenata P. de M. FortesJon Whittle,2012,http://link.springer.com/article/10.1007/s10270-010-0167-7,Article
Model-driven engineering of middleware-based ubiquitous services,Software & Systems Modeling,,13,2,10.1007/s10270-013-0344-6,Marco AutiliMauro CaporuscioValérie IssarnyLuca Berardinelli,2014,http://link.springer.com/article/10.1007/s10270-013-0344-6,Article
A method for testing and validating executable statechart models,Software & Systems Modeling,,18,2,10.1007/s10270-018-0676-3,Tom MensAlexandre DecanNikolaos I. Spanoudakis,2019,http://link.springer.com/article/10.1007/s10270-018-0676-3,Article
Understanding the value of considering client usage context in package cohesion for fault-proneness prediction,Automated Software Engineering,,24,2,10.1007/s10515-016-0198-6,Yangyang ZhaoYibiao YangHongmin LuJinping LiuHareton LeungYansong WuYuming ZhouBaowen Xu,2017,http://link.springer.com/article/10.1007/s10515-016-0198-6,Article
A platform-independent metamodel for multiagent systems,Autonomous Agents and Multi-Agent Systems,,18,2,10.1007/s10458-008-9042-0,Christian HahnCristián Madrigal-MoraKlaus Fischer,2009,http://link.springer.com/article/10.1007/s10458-008-9042-0,Article
How do developers utilize source code from stack overflow?,Empirical Software Engineering,,24,2,10.1007/s10664-018-9634-5,Yuhao WuShaowei WangCor-Paul BezemerKatsuro Inoue,2019,http://link.springer.com/article/10.1007/s10664-018-9634-5,Article
Opening web applications for third-party development: a service-oriented solution,Service Oriented Computing and Applications,,10,4,10.1007/s11761-016-0192-7,Mohamed Lamine KerdoudiChouki TibermacineSalah Sadou,2016,http://link.springer.com/article/10.1007/s11761-016-0192-7,Article
TransportML platform for collaborative location-based services,Service Oriented Computing and Applications,,6,4,10.1007/s11761-012-0114-2,Wafaa Ait-Cheik-BihiAhmed Nait-Sidi-MohMohamed BakhouyaJaafar GaberMaxime Wack,2012,http://link.springer.com/article/10.1007/s11761-012-0114-2,Article
Microservices tenets,Computer Science - Research and Development,,32,3 - 4,10.1007/s00450-016-0337-0,Olaf Zimmermann,2017,http://link.springer.com/article/10.1007/s00450-016-0337-0,Article
An experimental evaluation of the importance of randomness in hill climbing searches applied to software engineering problems,Empirical Software Engineering,,19,5,10.1007/s10664-013-9294-4,Márcio de O. Barros,2014,http://link.springer.com/article/10.1007/s10664-013-9294-4,Article
Model-based regression testing by OCL,International Journal on Software Tools for Technology Transfer,,19,1,10.1007/s10009-015-0408-8,Philipp ZechPhilipp KalbMichael FeldererColin AtkinsonRuth Breu,2017,http://link.springer.com/article/10.1007/s10009-015-0408-8,Article
XTraQue: traceability for product line systems,Software & Systems Modeling,,8,1,10.1007/s10270-007-0066-8,Waraporn JirapanthongAndrea Zisman,2009,http://link.springer.com/article/10.1007/s10270-007-0066-8,Article
A survey of traceability in requirements engineering and model-driven development,Software & Systems Modeling,,9,4,10.1007/s10270-009-0145-0,Stefan WinklerJens von Pilgrim,2010,http://link.springer.com/article/10.1007/s10270-009-0145-0,Article
DENSER: deep evolutionary network structured representation,Genetic Programming and Evolvable Machines,,20,1,10.1007/s10710-018-9339-y,Filipe AssunçãoNuno LourençoPenousal MachadoBernardete Ribeiro,2019,http://link.springer.com/article/10.1007/s10710-018-9339-y,Article
Leveraging annotation-based modeling with Jump,Software & Systems Modeling,,17,1,10.1007/s10270-016-0528-y,Alexander BergmayrMichael GrossniklausManuel WimmerGerti Kappel,2018,http://link.springer.com/article/10.1007/s10270-016-0528-y,Article
Environment programming in multi-agent systems: an artifact-based perspective,Autonomous Agents and Multi-Agent Systems,,23,2,10.1007/s10458-010-9140-7,Alessandro RicciMichele PiuntiMirko Viroli,2011,http://link.springer.com/article/10.1007/s10458-010-9140-7,Article
Learning to rank code examples for code search engines,Empirical Software Engineering,,22,1,10.1007/s10664-015-9421-5,Haoran NiuIman KeivanlooYing Zou,2017,http://link.springer.com/article/10.1007/s10664-015-9421-5,Article
Software review: CGP-Library,Genetic Programming and Evolvable Machines,,18,2,10.1007/s10710-017-9303-2,Emerson Carlos PedrinoPaulo Cesar Donizeti ParisDenis Pereira de LimaValentin Obac Roda,2017,http://link.springer.com/article/10.1007/s10710-017-9303-2,Article
An empirical examination of the prevalence of inhibitors to the parallelizability of open source software systems,Empirical Software Engineering,,21,3,10.1007/s10664-015-9385-5,Saleh M. AlnaeliJonathan I. MaleticMichael L. Collard,2016,http://link.springer.com/article/10.1007/s10664-015-9385-5,Article
Designing smart city mobile applications,Empirical Software Engineering,,,,10.1007/s10664-019-09723-8,Roselane Silva FariasRenata Maria de SouzaJohn D. McGregorEduardo Santana de Almeida,2019,http://link.springer.com/article/10.1007/s10664-019-09723-8,Article
Security code smells in Android ICC,Empirical Software Engineering,,,,10.1007/s10664-018-9673-y,Pascal GadientMohammad GhafariPatrick FrischknechtOscar Nierstrasz,2018,http://link.springer.com/article/10.1007/s10664-018-9673-y,Article
Mimicking FogDirector application management,SICS Software-Intensive Cyber-Physical Systems,,34,2 - 3,10.1007/s00450-019-00403-y,Stefano FortiAhmad IbrahimAntonio Brogi,2019,http://link.springer.com/article/10.1007/s00450-019-00403-y,Article
App store mining is not enough for app improvement,Empirical Software Engineering,,23,5,10.1007/s10664-018-9601-1,Maleknaz NayebiHenry ChoGuenther Ruhe,2018,http://link.springer.com/article/10.1007/s10664-018-9601-1,Article
Will this clone be short-lived? Towards a better understanding of the characteristics of short-lived clones,Empirical Software Engineering,,24,2,10.1007/s10664-018-9645-2,Patanamon ThongtanunamWeiyi ShangAhmed E. Hassan,2019,http://link.springer.com/article/10.1007/s10664-018-9645-2,Article
A constraint-based variability modeling framework,International Journal on Software Tools for Technology Transfer,,14,5,10.1007/s10009-012-0254-x,Sven JörgesAnna-Lena LamprechtTiziana MargariaIna SchaeferBernhard Steffen,2012,http://link.springer.com/article/10.1007/s10009-012-0254-x,Article
Nature-Inspired Meta-Heuristics on Modern GPUs: State of the Art and Brief Survey of Selected Algorithms,International Journal of Parallel Programming,,42,5,10.1007/s10766-013-0292-3,Pavel KrömerJan PlatošVáclav Snášel,2014,http://link.springer.com/article/10.1007/s10766-013-0292-3,Article
Editorial introduction,Automated Software Engineering,,23,4,10.1007/s10515-016-0205-y,Robert J. Hall,2016,http://link.springer.com/article/10.1007/s10515-016-0205-y,Article
Genetic improvement of GPU software,Genetic Programming and Evolvable Machines,,18,1,10.1007/s10710-016-9273-9,William B. LangdonBrian Yee Hong LamMarc ModatJustyna PetkeMark Harman,2017,http://link.springer.com/article/10.1007/s10710-016-9273-9,Article
High-level frameworks for the specification and verification of scheduling problems,International Journal on Software Tools for Technology Transfer,,20,4,10.1007/s10009-017-0466-1,Mounir ChadliJin H. KimKim G. LarsenAxel LegayStefan NaujokatBernhard SteffenLouis-Marie Traonouez,2018,http://link.springer.com/article/10.1007/s10009-017-0466-1,Article
On piggyback runtime monitoring of object-oriented programs,International Journal on Software Tools for Technology Transfer,,17,2,10.1007/s10009-014-0326-1,Sylvain HalléJason ValletRaphaël Tremblay-Lessard,2015,http://link.springer.com/article/10.1007/s10009-014-0326-1,Article
An empirical study on the maintenance of source code clones,Empirical Software Engineering,,15,1,10.1007/s10664-009-9108-x,Suresh ThummalapentaLuigi CeruloLerina AversanoMassimiliano Di Penta,2010,http://link.springer.com/article/10.1007/s10664-009-9108-x,Article
1600 faults in 100 projects: automatically finding faults while achieving high coverage with EvoSuite,Empirical Software Engineering,,20,3,10.1007/s10664-013-9288-2,Gordon FraserAndrea Arcuri,2015,http://link.springer.com/article/10.1007/s10664-013-9288-2,Article
The DOPLER meta-tool for decision-oriented variability modeling: a multiple case study,Automated Software Engineering,,18,1,10.1007/s10515-010-0076-6,Deepak DhunganaPaul GrünbacherRick Rabiser,2011,http://link.springer.com/article/10.1007/s10515-010-0076-6,Article
On the Virtualization of CUDA Based GPU Remoting on ARM and X86 Machines in the GVirtuS Framework,International Journal of Parallel Programming,,45,5,10.1007/s10766-016-0462-1,Raffaele MontellaGiulio GiuntaGiuliano LaccettiMarco LapegnaCarlo PalmieriCarmine FerraroValentina PellicciaCheol-Ho HongIvor SpenceDimitrios S. Nikolopoulos,2017,http://link.springer.com/article/10.1007/s10766-016-0462-1,Article
Semi-automatic derivation of RESTful choreographies from business process choreographies,Software & Systems Modeling,,18,2,10.1007/s10270-017-0653-2,Adriatik NikajMathias WeskeJan Mendling,2019,http://link.springer.com/article/10.1007/s10270-017-0653-2,Article
Model-driven software migration into service-oriented architectures,Computer Science - Research and Development,,28,1,10.1007/s00450-011-0183-z,Andreas FuhrTassilo HornVolker RiedigerAndreas Winter,2013,http://link.springer.com/article/10.1007/s00450-011-0183-z,Article
Mining temporal specifications from object usage,Automated Software Engineering,,18,3 - 4,10.1007/s10515-011-0084-1,Andrzej WasylkowskiAndreas Zeller,2011,http://link.springer.com/article/10.1007/s10515-011-0084-1,Article
A model-driven traceability framework for software product lines,Software & Systems Modeling,,9,4,10.1007/s10270-009-0120-9,Nicolas AnquetilUirá KuleszaRalf MitschkeAna MoreiraJean-Claude RoyerAndreas RummlerAndré Sousa,2010,http://link.springer.com/article/10.1007/s10270-009-0120-9,Article
A model driven engineering process of platform neutral agents for ambient intelligence devices,Autonomous Agents and Multi-Agent Systems,,28,2,10.1007/s10458-013-9223-3,Inmaculada AyalaMercedes AmorLidia Fuentes,2014,http://link.springer.com/article/10.1007/s10458-013-9223-3,Article
An experimental investigation on the effects of context on source code identifiers splitting and expansion,Empirical Software Engineering,,19,6,10.1007/s10664-013-9260-1,Latifa GuerroujMassimiliano Di PentaYann-Gaël GuéhéneucGiuliano Antoniol,2014,http://link.springer.com/article/10.1007/s10664-013-9260-1,Article
Code smells for Model-View-Controller architectures,Empirical Software Engineering,,23,4,10.1007/s10664-017-9540-2,Maurício AnicheGabriele BavotaChristoph TreudeMarco Aurélio GerosaArie van Deursen,2018,http://link.springer.com/article/10.1007/s10664-017-9540-2,Article
Heterogeneous parallel_for Template for CPU–GPU Chips,International Journal of Parallel Programming,,47,2,10.1007/s10766-018-0555-0,Angeles NavarroFrancisco CorberaAndres RodriguezAntonio VilchesRafael Asenjo,2019,http://link.springer.com/article/10.1007/s10766-018-0555-0,Article
DyeVC: an approach for monitoring and visualizing distributed repositories,Journal of Software Engineering Research and Development,,5,1,10.1186/s40411-017-0039-8,Cristiano CesarioRuben InterianLeonardo Murta,2017,http://link.springer.com/article/10.1186/s40411-017-0039-8,Article
On the use of models for high-performance scientific computing applications: an experience report,Software & Systems Modeling,,17,1,10.1007/s10270-016-0518-0,Ileana OberMarc PalyartJean-Michel BruelDavid Lugato,2018,http://link.springer.com/article/10.1007/s10270-016-0518-0,Article
Evolving controllers for high-level applications on a service robot: a case study with exhibition visitor flow control,Genetic Programming and Evolvable Machines,,13,2,10.1007/s10710-011-9152-3,Alex FukunagaHideru HirumaKazuki KomiyaHitoshi Iba,2012,http://link.springer.com/article/10.1007/s10710-011-9152-3,Article
Improving code completion with program history,Automated Software Engineering,,17,2,10.1007/s10515-010-0064-x,Romain RobbesMichele Lanza,2010,http://link.springer.com/article/10.1007/s10515-010-0064-x,Article
On the reuse and recommendation of model refactoring specifications,Software & Systems Modeling,,12,3,10.1007/s10270-012-0243-2,Jan ReimannMirko SeifertUwe Aßmann,2013,http://link.springer.com/article/10.1007/s10270-012-0243-2,Article
Evolving software trace links between requirements and source code,Empirical Software Engineering,,23,4,10.1007/s10664-017-9561-x,Mona RahimiJane Cleland-Huang,2018,http://link.springer.com/article/10.1007/s10664-017-9561-x,Article
iPerfDetector: Characterizing and detecting performance anti-patterns in iOS applications,Empirical Software Engineering,,,,10.1007/s10664-019-09703-y,Sara Seif AfjeheiTse-Hsun (Peter) ChenNikolaos Tsantalis,2019,http://link.springer.com/article/10.1007/s10664-019-09703-y,Article
A conformance test suite for TTCN-3 tools,International Journal on Software Tools for Technology Transfer,,16,3,10.1007/s10009-013-0285-y,Benjamin ZeissAndras KovacsNikolay PakulinBogdan Stanca-Kaposta,2014,http://link.springer.com/article/10.1007/s10009-013-0285-y,Article
Adoption and use of Java generics,Empirical Software Engineering,,18,6,10.1007/s10664-012-9236-6,Chris ParninChristian BirdEmerson Murphy-Hill,2013,http://link.springer.com/article/10.1007/s10664-012-9236-6,Article
"SATMC: a SAT-based model checker for security protocols, business processes, and security APIs",International Journal on Software Tools for Technology Transfer,,18,2,10.1007/s10009-015-0385-y,Alessandro ArmandoRoberto CarboneLuca Compagna,2016,http://link.springer.com/article/10.1007/s10009-015-0385-y,Article
Test data generation for path coverage of message-passing parallel programs based on co-evolutionary genetic algorithms,Automated Software Engineering,,23,3,10.1007/s10515-014-0173-z,Tian TianDunwei Gong,2016,http://link.springer.com/article/10.1007/s10515-014-0173-z,Article
Studying the relationship between source code quality and mobile platform dependence,Software Quality Journal,,23,3,10.1007/s11219-014-9238-2,Mark D. SyerMeiyappan NagappanBram AdamsAhmed E. Hassan,2015,http://link.springer.com/article/10.1007/s11219-014-9238-2,Article
Cross-project code clones in GitHub,Empirical Software Engineering,,24,3,10.1007/s10664-018-9648-z,Mohammad GharehyazieBaishakhi RayMehdi KeshaniMasoumeh Soleimani ZavoshtAbbas HeydarnooriVladimir Filkov,2019,http://link.springer.com/article/10.1007/s10664-018-9648-z,Article
Graph-based traceability: a comprehensive approach,Software & Systems Modeling,,9,4,10.1007/s10270-009-0141-4,Hannes SchwarzJürgen EbertAndreas Winter,2010,http://link.springer.com/article/10.1007/s10270-009-0141-4,Article
Automatic run-time versioning for BPEL processes,Service Oriented Computing and Applications,,11,3,10.1007/s11761-017-0211-3,Paulo MeloPaulo Rupino da CunhaCatarina Ferreira da SilvaAndré Macedo,2017,http://link.springer.com/article/10.1007/s11761-017-0211-3,Article
The modular and feature toggle architectures of Google Chrome,Empirical Software Engineering,,24,2,10.1007/s10664-018-9639-0,Md Tajmilur RahmanPeter C. RigbyEmad Shihab,2019,http://link.springer.com/article/10.1007/s10664-018-9639-0,Article
Uncertainty-Wise Cyber-Physical System test modeling,Software & Systems Modeling,,18,2,10.1007/s10270-017-0609-6,Man ZhangShaukat AliTao YueRoland NorgrenOscar Okariz,2019,http://link.springer.com/article/10.1007/s10270-017-0609-6,Article
A semantic web enabled approach to reuse functional requirements models in web engineering,Automated Software Engineering,,22,2,10.1007/s10515-014-0144-4,Samad PaydarMohsen Kahani,2015,http://link.springer.com/article/10.1007/s10515-014-0144-4,Article
On fuzzy repetitions detection in documentation reuse,Programming and Computer Software,,42,4,10.1134/S0361768816040046,D. V. LucivD. V. KoznovH. A. BasitA. N. Terekhov,2016,http://link.springer.com/article/10.1134/S0361768816040046,Article
Sentiment Polarity Detection for Software Development,Empirical Software Engineering,,23,3,10.1007/s10664-017-9546-9,Fabio CalefatoFilippo LanubileFederico MaioranoNicole Novielli,2018,http://link.springer.com/article/10.1007/s10664-017-9546-9,Article
Pattern-based environment modeling for static verification of Linux kernel modules,Programming and Computer Software,,41,3,10.1134/S036176881503007X,I. S. ZakharovV. S. MutilinA. V. Khoroshilov,2015,http://link.springer.com/article/10.1134/S036176881503007X,Article
Guest editorial: Special section: Software quality and maintainability,Software Quality Journal,,23,1,10.1007/s11219-015-9270-x,Yiannis KanellopoulosYijun Yu,2015,http://link.springer.com/article/10.1007/s11219-015-9270-x,Article
Applying static code analysis for domain-specific languages,Software & Systems Modeling,,,,10.1007/s10270-019-00729-w,Iván Ruiz-RubeTatiana PersonJuan Manuel DoderoJosé Miguel MotaJavier Merchán Sánchez-Jara,2019,http://link.springer.com/article/10.1007/s10270-019-00729-w,Article
Special issue on trustworthy systems and software,Software Quality Journal,,,,10.1007/s11219-019-09450-9,Sudipto GhoshZhenyu Chen,2019,http://link.springer.com/article/10.1007/s11219-019-09450-9,Article
Experiences and challenges in building a data intensive system for data migration,Empirical Software Engineering,,23,1,10.1007/s10664-017-9503-7,Marco ScavuzzoElisabetta Di NittoDanilo Ardagna,2018,http://link.springer.com/article/10.1007/s10664-017-9503-7,Article
A Framework for Recommendation of Highly Popular News Lacking Social Feedback,New Generation Computing,,35,4,10.1007/s00354-017-0019-x,Nuno MonizLuís TorgoMagdalini EirinakiPaula Branco,2017,http://link.springer.com/article/10.1007/s00354-017-0019-x,Article
"Construing the big data based on taxonomy, analytics and approaches",Iran Journal of Computer Science,,1,4,10.1007/s42044-018-0024-3,Ajeet Ram PathakManjusha PandeySiddharth Rautaray,2018,http://link.springer.com/article/10.1007/s42044-018-0024-3,Article
Cloned and non-cloned Java methods: a comparative study,Empirical Software Engineering,,23,4,10.1007/s10664-017-9572-7,Vaibhav SainiHitesh SajnaniCristina Lopes,2018,http://link.springer.com/article/10.1007/s10664-017-9572-7,Article
An empirical study on the interplay between semantic coupling and co-change of software classes,Empirical Software Engineering,,23,3,10.1007/s10664-017-9569-2,Nemitari AjienkaAndrea CapiluppiSteve Counsell,2018,http://link.springer.com/article/10.1007/s10664-017-9569-2,Article
Towards verifying contract regulated service composition,Autonomous Agents and Multi-Agent Systems,,24,3,10.1007/s10458-010-9152-3,Alessio LomuscioHongyang QuMonika Solanki,2012,http://link.springer.com/article/10.1007/s10458-010-9152-3,Article
A review and future directions of SOA-based software architecture modeling approaches for System of Systems,Service Oriented Computing and Applications,,12,3 - 4,10.1007/s11761-018-0245-1,Ahmad MohsinNaeem Khalid Janjua,2018,http://link.springer.com/article/10.1007/s11761-018-0245-1,Article
Siamese: scalable and incremental code clone search via multiple code representations,Empirical Software Engineering,,,,10.1007/s10664-019-09697-7,Chaiyong RagkhitwetsagulJens Krinke,2019,http://link.springer.com/article/10.1007/s10664-019-09697-7,Article
Modeling robustness behavior using aspect-oriented modeling to support robustness testing of industrial systems,Software & Systems Modeling,,11,4,10.1007/s10270-011-0206-z,Shaukat AliLionel C. BriandHadi Hemmati,2012,http://link.springer.com/article/10.1007/s10270-011-0206-z,Article
An approach for modeling and detecting software performance antipatterns based on first-order logics,Software & Systems Modeling,,13,1,10.1007/s10270-012-0246-z,Vittorio CortellessaAntinisca Di MarcoCatia Trubiani,2014,http://link.springer.com/article/10.1007/s10270-012-0246-z,Article
Meta-environment and executable meta-language using smalltalk: an experience report,Software & Systems Modeling,,8,1,10.1007/s10270-008-0081-4,Stéphane DucasseTudor GirbaAdrian KuhnLukas Renggli,2009,http://link.springer.com/article/10.1007/s10270-008-0081-4,Article
A characterisation of verification tools for software defined networks,Journal of Reliable Intelligent Environments,,3,3,10.1007/s40860-017-0045-y,Leticia LavadoLaura PanizoMaría-del-Mar GallardoPedro Merino,2017,http://link.springer.com/article/10.1007/s40860-017-0045-y,Article
NFR+ framework method to support bi-directional traceability of non-functional requirements,Computer Science - Research and Development,,30,1,10.1007/s00450-012-0205-5,Janne MerilinnaAnton YrjönenTomi Räty,2015,http://link.springer.com/article/10.1007/s00450-012-0205-5,Article
MontiCore: a framework for compositional development of domain specific languages,International Journal on Software Tools for Technology Transfer,,12,5,10.1007/s10009-010-0142-1,Holger KrahnBernhard RumpeSteven Völkel,2010,http://link.springer.com/article/10.1007/s10009-010-0142-1,Article
An example is worth a thousand words: Creating graphical modelling environments by example,Software & Systems Modeling,,18,2,10.1007/s10270-017-0632-7,Jesús J. López-FernándezAntonio GarmendiaEsther GuerraJuan de Lara,2019,http://link.springer.com/article/10.1007/s10270-017-0632-7,Article
Perspectives on refactoring planning and practice: an empirical study,Empirical Software Engineering,,21,3,10.1007/s10664-015-9390-8,Jie ChenJunchao XiaoQing WangLeon J. OsterweilMingshu Li,2016,http://link.springer.com/article/10.1007/s10664-015-9390-8,Article
Development nature matters: An empirical study of code clones in JavaScript applications,Empirical Software Engineering,,21,2,10.1007/s10664-015-9368-6,Wai Ting CheungSukyoung RyuSunghun Kim,2016,http://link.springer.com/article/10.1007/s10664-015-9368-6,Article
Systematic literature review and metadata analysis of ransomware attacks and detection mechanisms,Journal of Reliable Intelligent Environments,,5,2,10.1007/s40860-019-00080-3,Abdullahi Mohammed MaigidaShafi’i Muhammad AbdulhamidMorufu OlalereJohn K. AlhassanHaruna ChiromaEmmanuel Gbenga Dada,2019,http://link.springer.com/article/10.1007/s40860-019-00080-3,Article
Accelerating astrophysical particle simulations with programmable hardware (FPGA and GPU),Computer Science - Research and Development,,23,3 - 4,10.1007/s00450-009-0081-9,R. SpurzemP. BerczikG. MarcusA. KugelG. LienhartI. BerentzenR. MännerR. KlessenR. Banerjee,2009,http://link.springer.com/article/10.1007/s00450-009-0081-9,Article
On the diffuseness and the impact on maintainability of code smells: a large scale empirical investigation,Empirical Software Engineering,,23,3,10.1007/s10664-017-9535-z,Fabio PalombaGabriele BavotaMassimiliano Di PentaFausto FasanoRocco OlivetoAndrea De Lucia,2018,http://link.springer.com/article/10.1007/s10664-017-9535-z,Article
End-to-end model-transformation comprehension through fine-grained traceability information,Software & Systems Modeling,,18,2,10.1007/s10270-017-0602-0,Victor GuanaEleni Stroulia,2019,http://link.springer.com/article/10.1007/s10270-017-0602-0,Article
On the variation and specialisation of workload—A case study of the Gnome ecosystem community,Empirical Software Engineering,,19,4,10.1007/s10664-013-9244-1,Bogdan VasilescuAlexander SerebrenikMathieu GoeminneTom Mens,2014,http://link.springer.com/article/10.1007/s10664-013-9244-1,Article
Policy ignorant caller-side inline reference monitoring,International Journal on Software Tools for Technology Transfer,,17,3,10.1007/s10009-014-0348-8,Dries VanoverbergheFrank Piessens,2015,http://link.springer.com/article/10.1007/s10009-014-0348-8,Article
Model-based reuse for crosscutting frameworks: assessing reuse and maintenance effort,Journal of Software Engineering Research and Development,,1,1,10.1186/2195-1721-1-4,Thiago GottardiRafael Serapilha DurelliÓscar Pastor LópezValter Vieira de Camargo,2013,http://link.springer.com/article/10.1186/2195-1721-1-4,Article
CFaaS: bilaterally agreed evidence collection,Journal of Cloud Computing,,7,1,10.1186/s13677-017-0102-3,Ahmed Nour MoussaNorafida IthninAnazida Zainal,2018,http://link.springer.com/article/10.1186/s13677-017-0102-3,Article
